smiles	RT
COc1ccc(C(=O)N2C[C@@H]3C[C@H](NS(C)(=O)=O)[C@H]2C3)c(C)c1	629.2
O=S(=O)(NCc1cccnc1-c1ccc(F)cc1)c1ccc(F)cc1	737.2
N=c1nc(-c2ccccc2)[nH]n1C(=O)c1ccccc1	904.5
COC(=O)c1ccc2c(=O)n(-c3ccccc3)c(N3CCCCCC3)nc2c1	1241.6
COc1ccc2c(c1)[C@@]1(CCN(C(=O)c3cccc(Cl)c3)C1)C(O)=N2	752.8
COC(=O)c1ccc(N=C(O)C(=O)NCC2(c3ccc(F)cc3)CC2)cc1	833.6
O=C(Cc1ccc(F)cc1)N1CCN(C(=O)c2cc(-c3cccnc3)[nH]n2)CC1	606.4
O=S(=O)(NCCOc1cc(N2CCCC2)ncn1)c1ccc(Cl)s1	664.1
Cc1ncc2c(n1)C[C@@H]1CC[C@H]2N1S(=O)(=O)c1ccccc1C	750.4
COCCN=C(O)c1ncoc1-c1ccccc1C(=O)N1CCCC1	634.7
Cn1cc(CC(O)=NCc2ccc(F)cc2F)c2cccnc21	688.5
CCc1ccc(CN=C(O)[C@H]2CCCN(c3nccc(C)n3)C2)cc1	820.3
O=C(Nc1ccc(S(=O)(=O)N2CCCC[C@H]2c2cccnc2)cc1)c1ccccc1F	616.6
CCCN=C(O)c1ncn2c1C(=O)N(C1CC1)[C@](C)(C(O)=NCc1ccc(F)cc1)C2	691.7
Fc1ccc(-c2noc(-c3ccc(N4CCCCC4)nc3)n2)cc1	1356.3
COc1ccc(-c2nc(-c3ccc4c(c3)oc(=O)n4C(C)C)no2)c(C)c1	1273.1
CCCCN=C(O)CCC(O)=Nc1ccc2nc(N3CCN(C)CC3)cc(C)c2c1	519.9
CC(C)N=C(O)CN1C(=O)COc2ccc(C(O)=NC3CCCC3)cc21	711.6
Cc1nc(C)c(C(=O)N2CCC(n3c(C)cnc3C3CCC3)CC2)s1	579.7
CCN1CCN(c2cc(C)c3cc(N=C(O)COc4ccc(F)cc4)ccc3n2)CC1	594.2
COC(=O)c1ccc(CSc2nnc(-c3cn(C)nc3OC)n2C)cc1	640.6
COc1ccc(-c2cn3cccnc3n2)cc1N=C(O)c1c(-c2ccccc2Cl)noc1C	769.9
CCS(=O)(=O)Nc1ccc(C2(C(O)=NCC(C)C)CCCCC2)cc1	879.2
COc1ccc(-c2nc(Cc3noc(-c4ccccc4)n3)c(C)o2)cc1	1099.9
Cc1ccc(-c2nnc(Cc3nc(-c4ccc(Cl)cc4)no3)o2)cc1F	1194.7
CCN(CC)S(=O)(=O)c1ccc(Cl)c(-c2nnc(-c3cccc(C)c3)o2)c1	1167.9
C[C@]1(C(O)=NCc2ccc(F)cc2)CCCN(C(O)=Nc2ccc(F)c(Cl)c2)C1	971.7
CC(C)n1cc(S(=O)(=O)NCc2ccccc2C(F)(F)F)c2cccnc21	977.2
O=C(C1CCN(c2ccc(Sc3ccc(Cl)cc3)nn2)CC1)N1CCN(c2ncccn2)CC1	801.3
O=C1N(Cc2ccccc2)CCN1C1CCN(C(O)=Nc2ccc3c(c2)OCO3)CC1	786.8
C[C@H](N=C(O)C1CCN(C(=O)N2CCOc3ccc(Cl)cc32)CC1)c1ccccc1	906.5
CC(C)OCCCN=C(O)C1CCN(c2nc3cccnc3s2)CC1	659.1
Cc1ccc(N2C[C@H](c3nc(-c4ccc5c(c4)nnn5C)no3)CC2=O)cc1C	879.8
COCc1ncc(C)n1CC1CN(C(=O)c2cccn2C)C1	585.4
COc1cc2c(cc1OC)CN(C(=O)[C@H]1CCCN1S(=O)(=O)c1ccc(F)cc1)CC2	775.2
COc1ccc(C(=O)c2cnc3ccc(OC)cc3c2N2CCN(C)CC2)cc1	561.2
COc1ccc2c(c1)C=C(C(=O)Nc1cc(OC)c(OC)c(OC)c1)CO2	908.6
CN(C)CC[C@@H](c1ccccc1)c1ccccn1	580.3
O=C(c1cn(-c2cccc(Cl)c2)nn1)N1CCN(c2ccccc2F)CC1	881.6
OC(CCc1ccc2[nH]ccc2c1)=NCc1ccc(F)cc1	793.1
COCCN(CC(=O)N1CCc2sccc2[C@@H]1COc1ccccc1)C(=O)COC	786.7
Cc1oc(C2CCN(S(=O)(=O)c3ccc(F)cc3)CC2)nc1C(=O)N1CCCC1	889.6
COc1ccc(CNc2nc3ccncc3n(C(C)C)c2=O)c(OC)c1	681.1
CCOc1ccc(C(O)=NCCc2c[nH]c3ccc(C)cc23)cc1OCC	909.6
C[C@H](N=C(O)c1ccc2ncnc(N3CCCCC3)c2c1)c1cccnc1	545.2
Cn1c(N2CCC(C(=O)N3CCN(c4ccccc4F)CC3)CC2)cc(=O)n(C)c1=O	715.8
COC(=O)c1ccc(Cl)cc1N=C(O)N1CCCn2nc(-c3cccnc3)cc2C1	757.7
Cc1ccc([C@H](CNC(=O)c2cc(=O)c3ccccc3o2)N(C)C)cc1	626.5
O=C(Cn1cnc2onc(-c3ccc(Cl)cc3)c2c1=O)N1CCCc2ccccc21	1098.3
COc1cccc(S(=O)(=O)N2CCC(c3nc(C(=O)N(C)C)c(C)o3)CC2)c1	794.4
CC(=O)N(Cc1ccc(F)cc1)Cc1ccc2c(c1)CN(C(=O)C(C)C)CCO2	803.8
CC1(C(O)=NCc2ccc(F)cc2)CCN(S(=O)(=O)c2ccc(Br)cc2)CC1	1003.3
COc1ccc(-c2cc3c(=O)n(CC(=O)N4CCN(c5ccccn5)CC4)nc(C)n3n2)cc1	663.1
COCCN=c1ccc2nnc(C)n2[nH]1	590.4
Brc1ccc(OCc2nn3c(-c4cccnc4)nnc3s2)cc1	885.3
CCOC(=O)c1nn(-c2ccc(F)cc2)c(=O)c2c(N=C(O)C3CCCCC3)scc12	1248.1
CN1C(=O)[C@@]2(CCN(C(=O)c3ccccc3)C2)c2ccccc21	706.9
OC(=NCCOc1cc(N2CCCC2)ncn1)NCc1ccccc1	575.3
Cc1cc2nn(CC(O)=NCc3ccccc3)c(=O)n2c(Nc2ccc(C)c(F)c2)n1	1055.8
O=C(c1ccc(Cl)cc1)N1CCN(c2nc(CN3CCOCC3)cs2)CC1	637.6
CCCN=C(O)[C@H]1CCCN(c2nc3ncn(CC(O)=Nc4ccc(F)cc4F)c(=O)c3s2)C1	684.4
COC(=O)c1c(O)nc2ccc(F)cc2c1NC[C@@H](C)O	596.5
CCOCC(=O)Nc1ccc(-c2nnc(CC)o2)cc1	657.0
CCC(=O)N1CCc2c(sc3ncnc(NCCc4ccccc4)c23)C1	833.8
O=C(C1=CN(c2ccc(F)cc2)c2cc(F)ccc2S1(=O)=O)N1CCCCC1	858.1
CCn1c(=O)sc2cc(S(=O)(=O)N3CCC(C(O)=N[C@H]4CC[C@@H](C)CC4)CC3)ccc21	966.6
CCCn1cnc2cc(CNC(=O)c3ccc(C(C)(C)C)cc3)ccc21	720.2
Cc1nn(-c2ccc(Cl)cc2)c(C)c1S(=O)(=O)N1CCC(C(=O)N2CCCCC2)CC1	995.1
Fc1ccc2nc(Nc3nc(-c4ccncc4)cs3)sc2c1	588.4
COc1cccc(CN=C(O)C2(c3ccc(NC(=O)C(C)C)cc3)CCCCC2)c1	950.5
Cc1ccsc1C(=O)Nc1ccc(Cn2cncn2)cc1	695.1
COc1ccc(OC)c(N=C(O)CN2C(=O)COc3ccc(C(=O)N4CCCC4)cc32)c1	682.0
CCSc1nnc(-c2nn(C)c3c2CN(S(=O)(=O)c2ccc(C)c(Cl)c2)CC3)n1CC	1054.9
COc1ccc(-n2nnc(C(=O)O)c2-c2ccccc2)cc1OC	691.2
CCOCCCN=C(O)c1cn(C)nc1S(=O)(=O)N1CCN(c2ccccc2OCC)CC1	923.4
Cc1ccc(C)c(N=C(O)N2c3ccccc3C[C@H]2c2nc(C3CC3)no2)c1	1064.1
C[C@]1(C(O)=NCc2ccccc2)CN(S(=O)(=O)c2ccccc2)CC(=O)N1c1cccc(Cl)c1	958.5
CC(C)N=C(O)CCNc1c(-c2ccc(F)cc2)nc2cnccn12	616.0
O=S(=O)(NCCc1ccccc1)c1ccccc1-c1nc(-c2ccccc2)no1	1211.9
Cc1ccc(NC(=O)N2CCC[C@@](C)(C(O)=NCc3ccccc3C)C2)cc1	941.7
Cn1cc(CN2CCC(C(=O)N3CCN(c4ccccc4F)CC3)CC2)c2cc(Cl)ccc21	793.8
CCn1c(N2CCC[C@@H](C(O)=NCc3ccc(OC)cc3OC)C2)cc(=O)n(C)c1=O	751.5
Cn1c(CN2CCN(C(=O)COc3ccc(F)cc3)CC2)nc2ccccc21	581.2
CO[C@H]1C(=O)N(C2CCN(S(=O)(=O)C(C)C)CC2)[C@H]1c1ccncc1	569.3
O=C(Nc1ccc(N2CCOCC2)cc1)c1cc(C2CC2)n2nccc2n1	846.3
COC(=O)c1cnc(N2CCN(C3CCCCC3)CC2)c2ccccc12	683.2
O=C1NCCCn2cc(S(=O)(=O)Nc3ccc(F)c(F)c3)cc21	675.7
CCc1nc(-c2ccc(-c3noc(COc4ccc(OC)cc4)n3)cc2)cs1	1270.5
O=C(c1cnccn1)N1CCc2nn(CC3CC3)c(=O)n2CC1	597.6
Cn1cc(C(O)=NCc2ccc3c(c2)OCO3)c(S(=O)(=O)N2CCCCC2)n1	854.3
Cc1ccc(C2=NN3C(=N[C@H]4CCCC[C@H]4C34CCCCC4)N2)cc1	998.3
COc1ccc(-c2csc(NC(O)=Nc3ccc(Cl)c(Cl)c3)n2)cc1Br	1278.0
CCOC(=O)c1cccc(N=C(O)c2cnc(-c3ccccc3)nc2-c2ccncc2)c1	923.8
CN=C(O)C1CCN(C(=O)Nc2ccc(NC(=O)Nc3ccc(C)cc3)cc2)CC1	657.9
CCn1ccc2sc(C)c(C(O)=NCc3ccc4c(c3)OCO4)c2c1=O	769.0
N#Cc1cc2c(OC[C@H](O)CN3CCN(C(c4ccccc4)c4ccccc4)CC3)cccc2[nH]1	818.6
Cc1cc(=NC(=O)C(C)C)[nH]n1Cc1ccccc1	778.2
CN1C(=O)c2ccccc2[C@H](C(O)=Nc2ccc(F)cc2F)[C@H]1c1cccs1	883.5
CN1CCC2(CC1)CN(S(=O)(=O)N(C)C)C[C@H]2C(=O)N1CCc2ccccc21	631.2
COCCn1ccc2nc(C)c(C(O)=Nc3ccc4c(c3)OCCO4)cc2c1=O	678.8
CCCCS(=O)(=O)c1cc2c(cc1NC(=O)c1ccc(Br)cc1)n(C)c(=O)n2C	1019.4
CCCCS(=O)(=O)N1CCC[C@@H](c2nnc(-c3ccc4c(c3)OCO4)o2)C1	818.7
CCOc1ccc(NC(=O)CN=C(O)C2CCCCC2)cc1	732.7
O=c1c2ccccc2c(N2CCSCC2)nn1CC(O)=Nc1ccc(Br)cc1F	1057.7
CSc1ccc(NC(=O)c2cn3c(n2)CSCC3)cc1	726.8
CCc1ccc(NC(=O)C2CCN(S(=O)(=O)c3cc(-c4noc(CC)n4)cs3)CC2)cc1	659.5
COc1ccc(N2C[C@H](C(=O)N3CCN(c4ccccn4)CC3)CC2=O)cc1	582.5
Cc1ccc(NS(=O)(=O)c2cc(-c3n[nH]cc3C(=O)N3CCCC3)oc2C)c(C)c1	745.8
Cc1ccc2nc(-c3ccncc3)cc(C(O)=Nc3nc(-c4ccccc4)c(C)s3)c2c1	990.3
CCOC(=O)c1nc(=NC2CCCCCC2)c2ccccc2[nH]1	827.1
Cc1nnc(-c2cn(CC(=O)Nc3ccc(Br)cc3)c3ccccc23)o1	888.4
C=CCN1C(=O)[C@H](C(=O)N2CCOCC2)[C@@H]2C[C@@]1(C)Oc1ccccc12	718.5
CCCN(CCC)S(=O)(=O)c1ccc(Br)c(OC)c1	1057.6
Cc1c(S(=O)(=O)NCCC2CCN(C(=O)c3ccc(F)cc3)CC2)cnn1C(F)F	813.4
Cc1noc(C2(N=C(O)C3CCCCC3)CCCCC2)n1	873.2
Cc1ccc(CNS(=O)(=O)c2cc3n(c2)CCCNC3=O)cc1	658.0
CCN1c2cc(Cl)ccc2C(O)=NC12CCN(C(O)=NCc1ccc(F)cc1)CC2	840.5
OC(=NCc1ccc(F)cc1)Nc1cccc(-c2ccc(N3CCOCC3)nn2)c1	674.4
O=C(C1CCN(c2nc3ccc(-c4ccccc4)nc3s2)CC1)N1CCCCC1	1043.9
CCOc1ccc(-c2ccc(=O)n(CCc3nc(-c4cc(OC)cc(OC)c4)no3)n2)cc1	1023.6
COc1ccc(Nc2ncccc2S(N)(=O)=O)cc1	711.6
Cc1ccc(NC(=O)N2CCC[C@H](CCC(O)=NCCC3=CCCCC3)C2)cc1	946.7
Cn1nc(-c2ccncc2)nc1C1CN(S(=O)(=O)c2cccc(C(F)(F)F)c2)C1	714.6
O=C(CCc1nc(CSc2nnc(-c3ccccc3)o2)no1)Nc1ccc(F)cc1	891.6
OC(=N[C@H]1CCN(c2cc(-c3cccs3)[nH]n2)C1)c1ccc2nc[nH]c2c1	563.6
CCc1csc(-c2cn(CC(O)=NCc3cccc(C(F)(F)F)c3)cn2)n1	768.2
CCOC(=O)c1[nH]c(C)c(CCC(O)=NCCN2CCN(C)CC2)c1C	546.8
C[C@H]1CC[C@@H](N=C(O)[C@@H]2CCCN(S(=O)(=O)c3c[nH]c(C(=O)N4CCCCCC4)c3)C2)CC1	937.6
CCN(CC)S(=O)(=O)N1CCC(C(O)=Nc2ccc3sc(N=C(O)C(C)C)nc3c2)CC1	854.2
CCCN1C(=O)[C@@H](CC(O)=NC(C)C)Sc2ncccc21	680.0
CC(C)CCN=C(O)c1ccc2ncnc(N3CCCC3)c2c1	634.8
COC(=O)c1ccc2c(=O)n(Cc3ccc(OC)cc3)c(N3CCC(C)CC3)nc2c1	1332.9
CCn1cnc(S(=O)(=O)N2CCC(C(O)=Nc3ccccc3)CC2)c1	700.7
O=C1C[C@H](C(O)=NCc2ccc3c(c2)OCO3)CN1CCc1c[nH]c2ccc(Cl)cc12	798.7
Cc1ccc(NC(=O)N2CCC(OC3CCN(S(C)(=O)=O)CC3)CC2)cc1C	802.9
CCc1ccc(C(=O)N[C@H]2CCN(c3cc(-c4ccc(Cl)cc4)[nH]n3)C2)cc1	879.2
O=C1[C@@H]2CCCN2[C@@H](c2ccncc2)N1c1cccc(Cl)c1	587.1
Cc1ccc2c(=O)c3c([nH]c2c1C)CCN(CC(O)=Nc1ccc(F)c(Cl)c1)C3	665.3
CCOc1cccc(-c2noc(Cn3ccn(-c4ccc(Cl)cc4)c(=O)c3=O)n2)c1	894.7
CC(=O)c1cccc(N=C(O)Cn2nc3c4cc(-c5ccccc5)nn4ccn3c2=O)c1	821.7
Cc1nn(-c2ccc(C(=O)N3CCN(C(=O)c4ccco4)CC3)cc2)c2c1C(=O)CC(C)(C)C2	712.5
COc1ccc(-c2cn3c(CC(=O)Nc4ccc(S(N)(=O)=O)cc4)csc3n2)cc1OC	629.6
Cc1noc(C)c1S(=O)(=O)N1CCc2nc[nH]c2C1	569.7
CCS(=O)(=O)N1CCc2c(c(CN(C(=O)c3ccccc3F)c3ccccc3)nn2C)C1	773.5
COc1ccc(Cl)cc1N=C(O)Cn1cc2c(n1)CCCC2	1022.6
Cc1ccc(CSc2nccc3c2ccn3CC(O)=NCc2cccnc2)cc1	822.8
Cc1cc(-c2nnc(-c3ccc(F)cc3)o2)c(C)n1CC(=O)N(C)Cc1ccccc1	1000.6
O=C(C1CC1)N1CCc2sc(S(=O)(=O)Nc3ccc(F)cc3)cc2C1	799.2
CC[C@@H](C)NS(=O)(=O)c1cc(-c2c(C)noc2N=C(C)O)ccc1OC	720.5
O=c1cc(C(O)=Nc2ccnn2Cc2ccco2)oc2ccc(Cl)cc12	830.1
COc1cc2c(Oc3ccc4[nH]c(C)cc4c3F)ncnc2cc1OCCCN1CCCC1	709.2
COc1ccc(OCc2nc(-c3cccc(-c4ccnn4C)c3)no2)cc1	1010.6
CC[C@@H](C)N=C(O)NC1CCN(C2=NS(=O)(=O)C(c3ccc(C)cc3)=C2C)CC1	821.5
Cc1ccc(Cl)cc1N=C(O)[C@@H]1CCCN1S(=O)(=O)c1cc2c(cc1C)NC(=O)[C@@H](C)O2	892.1
CCOCC(=O)N1CCN(S(=O)(=O)c2c(C)nn(C(C)C)c2C)CC1	701.5
OC(CN1CC=C(c2cnn(-c3ccc(F)cc3)c2)CC1)=NCc1ccco1	658.2
CCc1csc(-c2ccc(N3CCN(C(=O)c4ccc(F)cc4F)CC3)nc2)n1	890.0
O=C(Cn1c(Cc2ccccc2)nc2ccccc21)N1CCCCC1	667.4
CC(C)(C)NC(O)=N[C@@H]1CCN(C(=O)C2CCC2)C1	636.3
CCC(O)=Nc1nc(-c2ccc3c(c2)N=C(O)CO3)cs1	704.5
Cc1ccc(CN=C(O)CCCn2c3ccccc3c3cnn(C)c(=O)c32)o1	813.7
CCCN=C(O)Cn1cc(C(=O)Nc2ccc(Cl)cc2)c(=O)c2ccc(C)nc21	962.0
Cc1ccc2nc(-c3cccc(S(=O)(=O)N4C[C@@H](C)O[C@H](C)C4)c3)cn2c1	639.5
COc1ccc(-n2ccc(=O)c(-c3nc(-c4ccccc4F)no3)n2)cc1	822.2
CCN1CCC2(CC1)OC(=O)C(C)=C2C(O)=NCc1ccc(Cl)cc1	643.3
CC(C)NC(=O)c1nc(-c2cn(-c3cccc(F)c3)nn2)no1	834.0
CCC(=O)n1nc(-c2ccc(C)c(C)c2)[nH]c1=N	922.6
Cc1c(Cl)cccc1NC(=O)C(=O)NCC1(c2ccc(F)cc2)CC1	1111.2
Cc1cn(C)nc1C(O)=Nc1nnc(-c2cccs2)o1	647.2
O=C1NCCCn2cc(S(=O)(=O)Nc3ccccc3F)cc21	632.7
O=C(c1ccccc1-c1ocnc1C(O)=NCc1ccco1)N1CCCC1	711.1
CCOc1ccc(-c2noc(Cn3c(=O)n(-c4ccccc4F)c(=O)c4sccc43)n2)cc1OC	945.0
Cc1nnc(N=C(O)CSc2nnc(-c3ccc(Cl)cc3)o2)s1	771.7
OC(Cc1ccccc1)=N[C@H]1CCN(c2cc(-c3cccs3)[nH]n2)C1	741.0
FC(F)(F)Oc1ccccc1CN1CCC[C@H]1c1n[nH]c(C2CCOCC2)n1	596.7
Cc1noc([C@@H]2CN(C(=O)CCC3CCCC3)CC23CCOCC3)n1	814.1
CCOc1ccc(CC(=O)N2CCN(S(=O)(=O)c3cc4c5c(c3)CCC(=O)N5CCC4)CC2)cc1	822.9
Cn1cc2c3c(cccc31)CN(C(=O)Cc1ccc(Cl)cc1)CC2	986.4
Cc1nnc(CN=C(O)OC(C)(C)C)n1-c1ccccc1	624.2
C[C@@H](NC(=O)c1cc(-c2ccc(F)cc2)cn1C)c1cccnc1	679.5
COc1ccc(-c2nc(-c3ccc4nncn4c3)no2)c(OC)c1	800.4
Cc1nc(-c2cccnc2)nc2c1CCC(=O)N2C[C@H]1CCCO1	625.5
OC(=Nc1ccc2c(c1)OCCO2)c1cn(-c2cc(N3CCCC3)ncn2)cn1	795.0
COc1ccc(-c2cn3cccnc3n2)cc1N=C(O)c1cccc(Br)c1	748.2
O=C(O)c1nnn(-c2ccc3c(c2)OCCO3)c1-c1ccncc1	592.8
CCCn1ccc2sc(C)c(C(=O)N3CCCCC3)c2c1=O	759.9
COC(=O)CSc1ccc(N=C(C)O)nn1	576.9
O=C(C1CCN(c2cnc(N3CCOCC3)nc2)CC1)N1CCCCCC1	683.9
OC(=Nc1c(F)cccc1F)N1CC(c2nc(C3CC3)no2)C1	670.5
CC(C)(C)N=C(O)N1CCC[C@H]1c1noc(COc2ccc(F)cc2)n1	894.5
Cc1cccc(-c2nn3c(c2-c2ccnc4ccc(C(=N)O)cc24)CCC3)n1	611.7
CCCNS(=O)(=O)c1cc2n(c1)CCCN(CC)C2=O	641.9
O=C(CN=C(O)Cc1ccccc1Br)N1CCCc2ccccc21	862.5
CCN(C(=O)Cn1nc2cc(-c3ccccc3)nc(C)n2c1=O)c1cccc(C)c1	862.1
CCCOc1ccc(CN=C(O)C2CCN(c3cc(Oc4ccccc4)ncn3)CC2)cc1	988.5
COC[C@@H]1CN(C(C)=O)CC12CCN(C(=O)CSC)CC2	601.8
OC(=NCc1cccnc1-c1ccc(F)cc1)c1cccc(Br)c1	734.1
O=c1oc2cc(O)ccc2cc1-c1ccc(F)cc1	852.0
CC(C)n1c(=O)sc2cc(S(=O)(=O)N3CCC(C(O)=NCc4cccnc4)CC3)ccc21	808.3
CCCC(=O)N1CCc2c([nH]c3ccccc23)[C@@]12C(O)=Nc1ccccc12	829.8
COc1cccc(-c2noc(CN3C(=O)COc4cc(C)ccc43)n2)c1	1047.0
CSc1cccc(N=C(O)Cn2c(=O)n(C3CC3)c(=O)c3nscc32)c1	704.8
COc1ccc(OC)c([C@H]2CCN(C(=O)c3nc(-c4oc5c(C)cccc5c4C)no3)C2)c1	1314.3
O=C1N(CCN=C(O)Nc2ccccc2F)[C@H](c2ccccc2)C12CCCCC2	965.2
O=C(NCCn1c(C(F)(F)F)nc2cccnc21)c1ccc(Br)o1	740.3
CN1CCN([C@@H](CNS(=O)(=O)c2ccccc2F)c2ccsc2)CC1	570.2
O=C(COc1ccccc1)N1CCN(C(=O)c2nnn3c2CO[C@H](c2ccccc2)C3)CC1	849.8
CCN1CCC(N(Cc2cccs2)C(O)=Nc2ccc(OC)c(OC)c2)CC1	603.6
Cc1cc(C)cc(N=C(O)Cn2nc3n(c2=O)CCCC3)c1	674.0
O=C(c1ccc(F)c(Cl)c1)N1CCC[C@H]1c1nc(-c2ccccc2)no1	1042.3
CCn1ccc2sc(C)c(C(O)=NCCC(C)C)c2c1=O	805.7
COc1ccc(-c2nnc(-c3ccc(C)c(S(=O)(=O)NCc4cccnc4)c3)o2)cc1OC	660.1
Cc1ccc(S(=O)(=O)N2CCn3c(nnc3[C@H]3CCN(C(C)C)C3)C2)c(C)c1	615.6
Cc1cc(C(O)=NC2CCCC2)c2cccc(Cl)c2n1	840.4
COc1ccc(-c2nc3ccccn3c2Nc2ccc3c(c2)OCCO3)cc1	718.8
CN(C)c1nc(O)c2c(n1)CCN(Cc1cccc(Br)c1)CC2	579.2
Cc1ccc(N=C(O)N2CCc3nc(-c4ccc(F)cc4)ncc3C2)c(C)c1	979.2
COc1ccc(CCN=C(O)CSc2nc3sc(C)cc3c(=O)n2C)cc1OC	688.9
c1cc(-c2noc(C3CC3)n2)cc(N2CCOCC2)n1	694.9
CCOC(O)=NCc1nc(COc2ccc(OC)cc2)no1	726.7
OC(Cc1csc(N=C(O)c2ccccc2)n1)=Nc1ccc(F)c(Cl)c1	868.8
CC(C)N1C(=O)c2cccnc2Sc2cc(N=C(O)Cc3ccccc3F)ccc21	858.4
CC(C)CCN=c1nc(-c2ccc(Cl)cc2)[nH]c2ccccc12	931.9
CCOc1ccc(OCC)c(N=C(O)C2CCN(c3nccnc3Sc3ccc(C)cc3)CC2)c1	1382.2
OC(Cn1cccc1-c1nnc(-c2ccccc2)o1)=Nc1ccc(F)c(F)c1	996.7
CCOC(=O)c1sc(N=C(O)CN2C(=O)c3ccccc3C2=O)c(SC#N)c1C	912.0
OC(=Nc1cc(F)ccc1F)[C@@H]1CCCN(c2ncnc3c2nc2n3CCCCC2)C1	773.8
C=Cc1ccc(Cn2nc3ccc(S(=O)(=O)N4CCC(C)CC4)cn3c2=O)cc1	1062.6
COc1ccc(OC)c(S(=O)(=O)N[C@@H](C)c2ccccc2)c1	845.2
COc1ccc(N=C(O)c2cn(-c3cc(N4CCCC4)ncn3)cn2)cc1OC	747.5
Fc1ccc(Nc2nc(N3CCOCC3)nc3c2cnn3-c2ccccc2)cc1	1174.3
O=S(=O)(Nc1ccc(F)cc1)c1cccnc1N1CCOCC1	801.0
CCc1nc2cc3c(cc2n1CC(=O)N1CCCCC1)OCCO3	599.8
c1ccc(-c2nnc(-c3ccccc3)nn2)cc1	1218.6
Cc1ccccc1N=C(O)[C@H](C)n1nc(C)c2nn(-c3ccccc3)c(-n3cccc3)c2c1=O	1092.1
COC(=O)c1cccc(C(O)=Nc2ccc(Cl)cc2C)n1	971.0
COc1ccc(OC)c(S(=O)(=O)Cc2nc(-c3ccccc3C)no2)c1	990.0
CN1C(=O)CC[C@@]2(CNC(O)=NCCc3ccccc3)CCCC=C12	763.1
CC[C@H](C)OC(=O)C1=C(C)N=C(O)N[C@H]1c1ccc(O)c(OC)c1	677.1
CCN(CC)S(=O)(=O)c1cc(-c2nnc(C)o2)co1	737.2
CC(C)CNC(=O)c1ccc2c(c1)CCCN2S(=O)(=O)c1ccccc1	936.4
Cn1cnc(S(=O)(=O)N2CCC(C(O)=Nc3cccc(C#N)c3)CC2)c1	674.2
O=C(c1ccccc1Br)N1CCN(c2cc(-c3cccs3)[nH]n2)CC1	761.2
O=c1ccc(S(=O)(=O)N2CCCC2)cn1Cc1cccc(F)c1	825.8
CCCc1noc(-c2cccnc2N2CCCN(C(O)=Nc3cc(C)ccc3C)CC2)n1	995.3
CSc1ccc(CN=C(O)CCc2c(-c3ccc(F)cc3)nc3ccccn23)cc1	691.8
CC(C)CN1CCN(S(=O)(=O)c2ccc(-c3nnc(C(C)C)o3)o2)CC1	651.8
Cc1ccc(CN=C(O)c2ccc3ncnc(N4CCCC4)c3c2)cc1	655.9
CCCC(=O)N1CCc2cn(C)c3cccc(c23)C1	832.1
O=[N+]([O-])c1ccc(Sc2ncccn2)c([N+](=O)[O-])c1	900.4
OC(=Nc1ccc(-c2nc(-c3ccc(F)cc3)no2)cc1)c1ccco1	1097.4
COc1ccc(OCC(=O)N2CCc3c(c(C(=O)N4CCC[C@H](C(O)=NC5CC5)C4)nn3C)C2)cc1	656.7
CCN=C(O)N1CCC[C@H](c2cccc(C(O)=NCc3ccc(C)o3)c2)C1	774.5
Cc1nc(-c2ccc(C(=O)N(C)C)c(F)c2)no1	693.0
CCn1cc(-c2nc(CC(O)=Nc3cc(C)ccc3OC)cs2)c2cccnc21	1044.3
COc1ccc(Br)cc1CN=C(O)CCC(=O)N1CCSc2nc(C)cc(C)c21	725.4
O=c1c(N2CCN(C(O)=NCCc3ccccc3)CC2)nc2cccnc2n1Cc1ccccc1	1084.4
CCc1ccc(-n2ncc3c(=O)n(Cc4nc(-c5ccc(F)c(Cl)c5)no4)cnc32)cc1	1253.1
Cc1c(Cl)cccc1S(=O)(=O)N[C@H]1CCN(c2ccccc2)C1=O	970.0
COc1cc(Br)c([C@@H]2C(C(=O)N3CCOCC3)=C(C)NC3=C2C(=O)CCC3)cc1OC	618.0
Cc1cccc(-c2csc3c(O)nc(N4CCC(C(O)=NCCN5CCCCC5)CC4)nc23)c1	684.7
CCN1C(=O)COc2ccc(-c3noc(-c4ccccc4F)n3)cc21	1071.0
CCCN1CCN(CCCN=C(O)C2CCN(Cc3cn(C)c4ccc(OC)cc34)CC2)CC1	533.2
OC1=NC2(CCN(C(O)=Nc3ccc4c(c3)OCCO4)CC2)Oc2ccccc21	736.2
CC(C)C(O)=NCCc1csc([C@@H]2CCCN(C(=O)[C@@H]3CCCO3)C2)n1	622.1
CCOC(=O)Cc1cc(=O)oc2cc(O)ccc12	676.9
COCCN=C1Nc2ccccc2CN[C@]12CCN(C(=O)c1cccn1C)C2	591.0
CCC(=O)N1CCc2cc(N3C[C@H](C(O)=NCc4cccnc4)CC3=O)ccc21	579.4
Cc1cnc(C2CCC2)n1C[C@@H]1CCN(C(O)=Nc2ccc3c(c2)OCCO3)C1	609.1
COc1ccc(N=C(O)N2c3ccccc3C[C@H]2c2nc(C3CC3)no2)c(OC)c1	1031.5
Cc1ccccc1N=C(O)Cn1nc(N2CCSCC2)c2ccccc2c1=O	892.3
CCOc1cccc(-c2noc(-c3nn(-c4cccc(F)c4)ccc3=O)n2)c1	978.2
CN(C)c1cccc(C(=O)Nc2ccc(CC(O)=NC(C)(C)CO)cc2)c1	594.5
